CdSe 10sec hi ex300,,CdSe 10sec hi em510301,,CdSe 10sec hi ex400,,CdSe 180sec hi ex400,,CdSe 180sec hi em525,,CdSe 180sec hi ex460,,CdSe 180sec hi em470,,CdSe 180min sonochem em520,,CdSe 180min sonochem ex410,,CdSe 180min sonochem em485,,CdSe 180min sonochem ex390,,CdSe 180min sonochem em560,,CdSe 180min sonochem ex470,,CdSe 30min sonochem ex470,,CdSe 30min sonochem em515,,CdSe 30min sonochem ex400,,CdSe 30min sonochem em470,,CdSe 30min sonochem ex385,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
Stop Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 510.00, New: 800.00
Zero Mode Changed: 8/19/2022 1:04:05 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:04:05 PM, Old:Reading, New:ON
End Method Modifications

CdSe 180sec hi em470,
CdSe 180sec hi em470
Collection Time: 8/19/2022 1:05:16 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Excitation
X Mode                            Wavelength (nm)
Start (nm)                        250.00
Stop (nm)                         460.00
Em. Wavelength (nm)               470.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:24:21 PM
Method Modifications:
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:44:06 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 12:44:06 PM, Old: 450.00, New: 510.00
User Delta Increment Changed: 8/19/2022 12:44:06 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 300.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 310.00, New: 510.00
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:Reading, New:ON
Overlayed Graphs Changed: 8/19/2022 12:44:58 PM, Old:OFF, New:ON
Scan mode: Changed: 8/19/2022 12:45:33 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 250.00, New: 400.00
Emission Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 510.00, New: 410.00
Stop Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 500.00, New: 600.00
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:Reading, New:ON
Zero Mode Changed: 8/19/2022 1:01:40 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:01:41 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:02:52 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 1:02:52 PM, Old: 510.00, New: 525.00
Excitation Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 400.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 410.00, New: 525.00
Stop Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 600.00, New: 510.00
Zero Mode Changed: 8/19/2022 1:02:59 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:02:59 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:04:03 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 250.00, New: 460.00
Emission Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 525.00, New: 470.00
Stop Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 510.00, New: 800.00
Zero Mode Changed: 8/19/2022 1:04:05 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:04:05 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:05:06 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 1:05:06 PM, Old: 460.00, New: 250.00
Stop Wavelength Changed: 8/19/2022 1:05:06 PM, Old: 800.00, New: 460.00
Zero Mode Changed: 8/19/2022 1:05:10 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:05:10 PM, Old:Reading, New:ON
End Method Modifications

CdSe 180min sonochem em520,
CdSe 180min sonochem em520
Collection Time: 8/19/2022 1:14:57 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Excitation
X Mode                            Wavelength (nm)
Start (nm)                        250.00
Stop (nm)                         510.00
Em. Wavelength (nm)               520.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:24:21 PM
Method Modifications:
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:44:06 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 12:44:06 PM, Old: 450.00, New: 510.00
User Delta Increment Changed: 8/19/2022 12:44:06 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 300.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 310.00, New: 510.00
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:Reading, New:ON
Overlayed Graphs Changed: 8/19/2022 12:44:58 PM, Old:OFF, New:ON
Scan mode: Changed: 8/19/2022 12:45:33 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 250.00, New: 400.00
Emission Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 510.00, New: 410.00
Stop Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 500.00, New: 600.00
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:Reading, New:ON
Zero Mode Changed: 8/19/2022 1:01:40 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:01:41 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:02:52 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 1:02:52 PM, Old: 510.00, New: 525.00
Excitation Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 400.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 410.00, New: 525.00
Stop Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 600.00, New: 510.00
Zero Mode Changed: 8/19/2022 1:02:59 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:02:59 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:04:03 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 250.00, New: 460.00
Emission Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 525.00, New: 470.00
Stop Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 510.00, New: 800.00
Zero Mode Changed: 8/19/2022 1:04:05 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:04:05 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:05:06 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 1:05:06 PM, Old: 460.00, New: 250.00
Stop Wavelength Changed: 8/19/2022 1:05:06 PM, Old: 800.00, New: 460.00
Zero Mode Changed: 8/19/2022 1:05:10 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:05:10 PM, Old:Reading, New:ON
Emission Wavelength Changed: 8/19/2022 1:14:37 PM, Old: 470.00, New: 520.00
Stop Wavelength Changed: 8/19/2022 1:14:37 PM, Old: 460.00, New: 510.00
Zero Mode Changed: 8/19/2022 1:14:39 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:14:39 PM, Old:Reading, New:ON
End Method Modifications

CdSe 180min sonochem ex410,
CdSe 180min sonochem ex410
Collection Time: 8/19/2022 1:16:11 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        420.00
Stop (nm)                         700.00
Ex. Wavelength (nm)               410.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:24:21 PM
Method Modifications:
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:44:06 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 12:44:06 PM, Old: 450.00, New: 510.00
User Delta Increment Changed: 8/19/2022 12:44:06 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 300.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 310.00, New: 510.00
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:Reading, New:ON
Overlayed Graphs Changed: 8/19/2022 12:44:58 PM, Old:OFF, New:ON
Scan mode: Changed: 8/19/2022 12:45:33 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 250.00, New: 400.00
Emission Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 510.00, New: 410.00
Stop Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 500.00, New: 600.00
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:Reading, New:ON
Zero Mode Changed: 8/19/2022 1:01:40 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:01:41 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:02:52 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 1:02:52 PM, Old: 510.00, New: 525.00
Excitation Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 400.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 410.00, New: 525.00
Stop Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 600.00, New: 510.00
Zero Mode Changed: 8/19/2022 1:02:59 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:02:59 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:04:03 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 250.00, New: 460.00
Emission Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 525.00, New: 470.00
Stop Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 510.00, New: 800.00
Zero Mode Changed: 8/19/2022 1:04:05 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:04:05 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:05:06 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 1:05:06 PM, Old: 460.00, New: 250.00
Stop Wavelength Changed: 8/19/2022 1:05:06 PM, Old: 800.00, New: 460.00
Zero Mode Changed: 8/19/2022 1:05:10 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:05:10 PM, Old:Reading, New:ON
Emission Wavelength Changed: 8/19/2022 1:14:37 PM, Old: 470.00, New: 520.00
Stop Wavelength Changed: 8/19/2022 1:14:37 PM, Old: 460.00, New: 510.00
Zero Mode Changed: 8/19/2022 1:14:39 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:14:39 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:16:03 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 1:16:03 PM, Old: 250.00, New: 410.00
Emission Wavelength Changed: 8/19/2022 1:16:03 PM, Old: 520.00, New: 420.00
Stop Wavelength Changed: 8/19/2022 1:16:03 PM, Old: 510.00, New: 700.00
Zero Mode Changed: 8/19/2022 1:16:05 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:16:06 PM, Old:Reading, New:ON
End Method Modifications

CdSe 180min sonochem em485,
CdSe 180min sonochem em485
Collection Time: 8/19/2022 1:17:14 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Excitation
X Mode                            Wavelength (nm)
Start (nm)                        250.00
Stop (nm)                         475.00
Em. Wavelength (nm)               485.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:24:21 PM
Method Modifications:
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:44:06 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 12:44:06 PM, Old: 450.00, New: 510.00
User Delta Increment Changed: 8/19/2022 12:44:06 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 300.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 310.00, New: 510.00
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:Reading, New:ON
Overlayed Graphs Changed: 8/19/2022 12:44:58 PM, Old:OFF, New:ON
Scan mode: Changed: 8/19/2022 12:45:33 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 250.00, New: 400.00
Emission Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 510.00, New: 410.00
Stop Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 500.00, New: 600.00
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:Reading, New:ON
Zero Mode Changed: 8/19/2022 1:01:40 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:01:41 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:02:52 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 1:02:52 PM, Old: 510.00, New: 525.00
Excitation Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 400.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 410.00, New: 525.00
Stop Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 600.00, New: 510.00
Zero Mode Changed: 8/19/2022 1:02:59 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:02:59 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:04:03 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 250.00, New: 460.00
Emission Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 525.00, New: 470.00
Stop Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 510.00, New: 800.00
Zero Mode Changed: 8/19/2022 1:04:05 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:04:05 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:05:06 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 1:05:06 PM, Old: 460.00, New: 250.00
Stop Wavelength Changed: 8/19/2022 1:05:06 PM, Old: 800.00, New: 460.00
Zero Mode Changed: 8/19/2022 1:05:10 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:05:10 PM, Old:Reading, New:ON
Emission Wavelength Changed: 8/19/2022 1:14:37 PM, Old: 470.00, New: 520.00
Stop Wavelength Changed: 8/19/2022 1:14:37 PM, Old: 460.00, New: 510.00
Zero Mode Changed: 8/19/2022 1:14:39 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:14:39 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:16:03 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 1:16:03 PM, Old: 250.00, New: 410.00
Emission Wavelength Changed: 8/19/2022 1:16:03 PM, Old: 520.00, New: 420.00
Stop Wavelength Changed: 8/19/2022 1:16:03 PM, Old: 510.00, New: 700.00
Zero Mode Changed: 8/19/2022 1:16:05 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:16:06 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:17:05 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 1:17:05 PM, Old: 410.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 1:17:05 PM, Old: 420.00, New: 485.00
Stop Wavelength Changed: 8/19/2022 1:17:05 PM, Old: 700.00, New: 475.00
Zero Mode Changed: 8/19/2022 1:17:08 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:17:09 PM, Old:Reading, New:ON
End Method Modifications

CdSe 180min sonochem ex390,
CdSe 180min sonochem ex390
Collection Time: 8/19/2022 1:18:07 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        400.00
Stop (nm)                         700.00
Ex. Wavelength (nm)               390.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:24:21 PM
Method Modifications:
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:44:06 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 12:44:06 PM, Old: 450.00, New: 510.00
User Delta Increment Changed: 8/19/2022 12:44:06 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 300.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 310.00, New: 510.00
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:Reading, New:ON
Overlayed Graphs Changed: 8/19/2022 12:44:58 PM, Old:OFF, New:ON
Scan mode: Changed: 8/19/2022 12:45:33 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 250.00, New: 400.00
Emission Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 510.00, New: 410.00
Stop Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 500.00, New: 600.00
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:Reading, New:ON
Zero Mode Changed: 8/19/2022 1:01:40 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:01:41 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:02:52 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 1:02:52 PM, Old: 510.00, New: 525.00
Excitation Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 400.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 410.00, New: 525.00
Stop Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 600.00, New: 510.00
Zero Mode Changed: 8/19/2022 1:02:59 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:02:59 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:04:03 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 250.00, New: 460.00
Emission Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 525.00, New: 470.00
Stop Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 510.00, New: 800.00
Zero Mode Changed: 8/19/2022 1:04:05 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:04:05 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:05:06 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 1:05:06 PM, Old: 460.00, New: 250.00
